loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,previous_defaults,credit_utilization_ratio,monthly_emi
1216,5,Graduate,Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000,Rejected,0,0.7658,215170.98
1217,0,Graduate,No,400000,1200000,4,766,900000,300000,1200000,300000,Approved,0,0.4449,2585.89
1218,4,Graduate,No,5900000,19900000,14,469,14200000,6800000,22100000,3200000,Rejected,1,0.4851,46374.75
1219,0,Graduate,Yes,700000,1400000,10,618,1300000,200000,1700000,500000,Approved,0,0.3149,4955.43
1220,0,Not Graduate,Yes,8600000,17700000,20,711,22000000,0,30800000,7400000,Approved,0,0.2939,248744.66
1221,0,Graduate,Yes,9000000,34000000,4,549,2000000,8900000,20000000,12400000,Approved,0,0.416,51818.48
1222,3,Graduate,Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000,Approved,0,0.1125,85608.63
1223,4,Not Graduate,Yes,500000,1500000,6,461,1300000,500000,1700000,200000,Rejected,0,0.8011,13493.44
1224,2,Graduate,No,1600000,3800000,10,837,3800000,1100000,5500000,1600000,Approved,0,0.2773,6855.17
1225,0,Graduate,Yes,9800000,23900000,14,459,1000000,13400000,21100000,7200000,Approved,0,0.5148,277502.49
1226,4,Graduate,No,7800000,29700000,20,614,22000000,700000,26800000,6300000,Approved,0,0.2398,215551.07
1227,4,Not Graduate,No,6500000,24000000,16,373,5600000,5100000,15600000,6700000,Rejected,0,0.5503,167700.11
1228,5,Graduate,Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000,Rejected,0,0.6976,46934.24
1229,4,Graduate,Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000,Approved,1,0.4056,164590.12
1230,4,Graduate,Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000,Rejected,0,0.6916,39946.8
1231,1,Not Graduate,Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000,Rejected,2,0.729,218569.52
1232,4,Graduate,Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000,Approved,0,0.2575,6314.83
1233,5,Graduate,Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000,Approved,0,0.0705,60324.54
1234,1,Not Graduate,Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000,Rejected,0,0.4897,45455.82
1235,2,Not Graduate,No,6900000,18700000,10,699,12800000,5700000,21200000,5200000,Approved,0,0.2468,35344.83
1236,4,Graduate,Yes,8400000,25200000,2,308,8100000,9300000,27700000,10500000,Approved,0,0.1741,103237.35
1237,0,Graduate,No,300000,500000,18,702,300000,400000,1200000,100000,Approved,0,0.1227,6946.06
1238,2,Not Graduate,Yes,9500000,37500000,4,456,10200000,16800000,34100000,12900000,Approved,0,0.2517,128802.13
1239,3,Graduate,Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000,Approved,0,0.1791,29787.74
1240,3,Not Graduate,No,4200000,14500000,20,840,4500000,5900000,8900000,4600000,Approved,0,0.1532,121907.03
1241,4,Graduate,Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000,Approved,0,0.2356,25609.51
1242,5,Graduate,Yes,7100000,19700000,4,727,7700000,12900000,23600000,5800000,Approved,0,0.1033,127439.24
1243,4,Graduate,No,3500000,11600000,10,335,6300000,5200000,10300000,2300000,Rejected,2,0.9066,37285.35
1244,5,Not Graduate,No,400000,800000,18,304,900000,500000,1400000,400000,Rejected,2,0.8706,4582.5
1245,2,Graduate,Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000,Approved,0,0.333,178547.79
1246,0,Not Graduate,No,1800000,6600000,10,737,5000000,2000000,6000000,1500000,Approved,0,0.0925,49239.07
1247,1,Graduate,Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000,Approved,0,0.3604,120222.9
1248,1,Graduate,Yes,1000000,3200000,4,888,2000000,1500000,2200000,1300000,Approved,0,0.3732,22411.66
1249,2,Not Graduate,Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000,Approved,0,0.3571,21335.24
1250,5,Not Graduate,Yes,3600000,12400000,8,333,8800000,1000000,10700000,4000000,Rejected,1,0.4184,22171.59
1251,5,Graduate,No,9400000,23700000,18,862,21500000,3500000,22400000,5600000,Approved,0,0.3076,137667.76
1252,5,Not Graduate,No,2600000,9100000,4,309,6400000,1400000,5900000,3400000,Approved,0,0.3837,1517.56
1253,5,Not Graduate,No,9500000,30700000,10,823,16300000,3700000,30300000,13100000,Approved,0,0.2809,70061.9
1254,0,Graduate,Yes,3500000,11700000,14,649,2700000,700000,11400000,4800000,Approved,0,0.3086,52818.05
1255,5,Not Graduate,Yes,9800000,35700000,10,726,9400000,18900000,31200000,12000000,Approved,0,0.2333,4276.41
1256,4,Graduate,No,800000,3100000,18,712,400000,700000,1900000,1100000,Approved,0,0.2615,6172.75
1257,0,Not Graduate,No,9700000,37300000,20,701,12100000,16200000,24100000,10500000,Approved,0,0.0638,145427.89
1258,3,Graduate,No,6200000,21300000,12,655,6500000,11600000,19200000,5000000,Approved,0,0.3056,103644.49
1259,1,Not Graduate,Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000,Rejected,0,0.3989,118804.8
1260,2,Graduate,No,1800000,3800000,4,777,5100000,2700000,4600000,1400000,Approved,0,0.224,33880.65
1261,3,Graduate,No,1700000,5300000,14,696,300000,700000,4500000,800000,Approved,0,0.1671,20563.98
1262,3,Graduate,No,3900000,14100000,16,496,2500000,2200000,13700000,2900000,Rejected,2,0.6773,105827.45
1263,2,Graduate,Yes,2200000,7900000,6,659,3400000,1800000,8600000,2400000,Approved,0,0.1034,50363.32
1264,3,Not Graduate,Yes,6300000,17700000,2,542,16800000,900000,16400000,5300000,Rejected,1,0.765,36751.64
1265,2,Not Graduate,No,2200000,8700000,18,729,3900000,3300000,7600000,1300000,Approved,0,0.368,8395.72
1266,1,Graduate,No,8100000,28400000,6,744,20300000,10500000,21800000,7700000,Approved,0,0.1153,159660.5
1267,4,Not Graduate,No,6800000,17000000,2,749,18000000,3800000,27100000,9400000,Approved,0,0.0917,111043.49
1268,0,Graduate,No,4700000,14800000,20,755,12300000,5000000,15400000,3700000,Approved,0,0.1082,108251.09
1269,3,Graduate,Yes,2200000,5300000,2,506,1600000,1700000,5800000,2800000,Rejected,1,0.8763,47406.66
1270,3,Graduate,Yes,3500000,13000000,6,391,6100000,3500000,13300000,4300000,Rejected,0,0.6669,63823.68
1271,1,Not Graduate,Yes,3500000,11600000,10,898,3100000,2700000,9000000,4500000,Approved,0,0.2369,100693.18
1272,5,Not Graduate,No,500000,1500000,12,527,100000,600000,1100000,200000,Rejected,2,0.414,7781.52
1273,5,Not Graduate,No,9900000,35800000,20,470,9500000,18400000,39100000,14700000,Rejected,2,0.7397,32659.29
1274,1,Graduate,No,8400000,25000000,12,694,5300000,14900000,23000000,7700000,Approved,0,0.3972,202927.02
1275,1,Graduate,No,5000000,18800000,14,325,13100000,5700000,12800000,4300000,Rejected,1,0.8469,36728.62
1276,4,Not Graduate,Yes,5500000,13400000,10,880,300000,800000,19900000,2800000,Approved,0,0.3004,124692.22
1277,5,Graduate,Yes,3000000,11900000,14,459,6000000,4800000,11700000,4200000,Approved,0,0.3952,83746.87
1278,3,Not Graduate,Yes,9400000,21400000,10,323,5100000,15500000,29600000,11300000,Rejected,4,0.4174,191038.1
1279,4,Graduate,No,7600000,29000000,8,739,22100000,8100000,22100000,8800000,Approved,0,0.0697,132120.02
1280,0,Not Graduate,Yes,5500000,16300000,10,724,11900000,1500000,11900000,6200000,Approved,0,0.153,73853.62
1281,1,Graduate,No,3100000,7400000,18,487,8400000,1200000,9200000,4500000,Rejected,1,0.4314,32948.73
1282,3,Graduate,No,7700000,27700000,4,439,13900000,7500000,27100000,6200000,Approved,0,0.154,79278.98
1283,2,Graduate,No,9800000,25400000,2,655,19900000,4600000,21300000,7900000,Approved,0,0.204,181896.53
1284,3,Not Graduate,No,3200000,9200000,14,443,3300000,1100000,7200000,4500000,Rejected,0,0.9158,70118.82
1285,2,Graduate,No,700000,2600000,20,489,100000,200000,2400000,900000,Rejected,0,0.7162,13853.06
1286,4,Not Graduate,Yes,3100000,8600000,14,427,3100000,3800000,9900000,3700000,Rejected,1,0.851,17939.58
1287,0,Graduate,Yes,4500000,10500000,20,417,9800000,2000000,9600000,5800000,Rejected,0,0.7762,64835.82
1288,5,Not Graduate,Yes,8900000,24800000,18,842,16200000,5000000,20000000,8100000,Approved,0,0.095,205496.57
1289,3,Not Graduate,No,5900000,23200000,2,307,15500000,10000000,21100000,6300000,Approved,0,0.3444,81860.74
1290,2,Not Graduate,No,1500000,4500000,18,428,4500000,1200000,5600000,1100000,Rejected,0,0.5151,23477.27
1291,4,Not Graduate,Yes,6300000,15200000,16,415,15500000,1800000,20700000,7900000,Rejected,0,0.7335,141696.25
1292,3,Not Graduate,Yes,6500000,18200000,20,405,10400000,2800000,21300000,6700000,Rejected,0,0.5546,125364.88
1293,4,Graduate,No,8000000,31500000,18,683,10300000,7900000,30100000,9600000,Approved,0,0.4491,95513.81
1294,1,Graduate,Yes,3300000,10600000,14,742,300000,600000,8400000,4500000,Approved,0,0.1554,86183.47
1295,4,Not Graduate,No,3900000,10000000,10,530,10900000,200000,12300000,1900000,Rejected,2,0.5175,18492.0
1296,3,Graduate,No,1600000,3500000,10,844,4500000,2200000,5200000,1600000,Approved,0,0.4223,46457.43
1297,2,Not Graduate,Yes,3900000,13900000,18,715,5000000,5600000,9900000,2100000,Approved,0,0.0599,13519.48
1298,3,Graduate,Yes,8000000,26300000,12,476,21700000,6600000,16400000,9000000,Rejected,0,0.768,3488.33
1299,2,Graduate,No,2200000,4800000,6,721,1800000,100000,6900000,2200000,Approved,0,0.3401,57109.55
1300,4,Not Graduate,No,7600000,30300000,12,339,20400000,8000000,22200000,5800000,Rejected,1,0.8518,54298.03
1301,5,Not Graduate,Yes,2700000,6800000,6,461,4500000,2000000,8200000,1700000,Rejected,0,0.9347,57463.85
1302,2,Graduate,Yes,6300000,23200000,12,556,7000000,8300000,24200000,5300000,Rejected,0,0.4402,149024.08
1303,3,Not Graduate,No,7700000,18700000,8,483,15100000,5600000,24600000,10200000,Rejected,0,0.3892,192914.03
1304,2,Graduate,No,4500000,17200000,18,406,4100000,6300000,13800000,3300000,Rejected,1,0.8431,130146.74
1305,2,Graduate,Yes,9400000,24800000,14,513,24200000,18200000,37200000,7500000,Rejected,1,0.7378,80615.89
1306,0,Not Graduate,No,4600000,12600000,16,574,3400000,6200000,15100000,3600000,Approved,0,0.3089,95290.98
1307,0,Graduate,Yes,5200000,15700000,6,692,3800000,7000000,12800000,5500000,Approved,0,0.1013,17502.31
1308,5,Graduate,Yes,8000000,29800000,18,867,17700000,14100000,22800000,9200000,Approved,0,0.3101,94922.17
1309,1,Not Graduate,Yes,9900000,38500000,2,875,19600000,2900000,20200000,6500000,Approved,0,0.443,244851.83
1310,4,Graduate,Yes,8500000,18600000,10,597,16600000,3200000,21000000,11600000,Approved,0,0.4147,91148.56
1311,2,Graduate,Yes,4900000,12000000,20,513,14200000,8100000,18300000,4800000,Rejected,0,0.6135,84477.38
1312,3,Graduate,Yes,7000000,24200000,2,354,18200000,7000000,15900000,7900000,Approved,0,0.066,102853.74
1313,2,Not Graduate,No,9600000,25900000,18,647,11800000,9900000,35600000,11500000,Approved,0,0.1949,180866.43
1314,1,Graduate,No,9700000,23700000,6,875,11500000,14400000,38100000,10400000,Approved,0,0.3806,275248.04
1315,1,Graduate,No,6200000,14300000,20,819,7500000,11700000,16700000,4300000,Approved,0,0.3306,10078.84
1316,4,Not Graduate,Yes,4100000,9600000,10,521,11900000,7100000,14100000,4900000,Rejected,1,0.6256,68636.23
1317,0,Graduate,Yes,6100000,19900000,20,761,4500000,3700000,12700000,7100000,Approved,0,0.072,153547.2
1318,0,Graduate,No,700000,1900000,18,572,1400000,1000000,2000000,300000,Approved,0,0.2208,9828.23
1319,3,Graduate,No,6400000,24100000,12,571,19000000,11500000,13200000,7500000,Approved,0,0.2376,14658.41
1320,4,Graduate,Yes,3800000,7800000,20,891,4600000,7000000,14300000,3300000,Approved,0,0.4214,62126.44
1321,1,Not Graduate,No,4900000,14800000,12,895,8600000,8200000,18300000,5200000,Approved,0,0.3064,47458.89
1322,2,Graduate,No,2100000,6600000,20,580,3800000,4100000,6200000,2100000,Approved,0,0.1747,9490.18
1323,2,Graduate,No,6200000,23400000,8,605,10000000,10800000,21800000,9200000,Approved,0,0.2601,153533.74
1324,4,Not Graduate,No,1600000,5100000,8,705,2400000,800000,5100000,1900000,Approved,0,0.0764,24341.31
1325,1,Not Graduate,Yes,1300000,5000000,20,423,900000,800000,3900000,1600000,Rejected,3,0.9335,35386.73
1326,5,Not Graduate,Yes,7300000,22500000,2,846,9800000,4700000,20300000,5700000,Approved,0,0.194,171614.35
1327,2,Not Graduate,No,2100000,5000000,4,542,700000,600000,6600000,3100000,Rejected,0,0.6367,42444.52
1328,5,Not Graduate,No,600000,2400000,18,631,600000,300000,2100000,900000,Approved,0,0.1921,87.95
1329,4,Graduate,No,7000000,24500000,18,318,4300000,1700000,16300000,3600000,Approved,1,0.7595,87347.29
1330,1,Not Graduate,Yes,3000000,6800000,10,541,5800000,5700000,10700000,2900000,Approved,1,0.7473,17280.05
1331,1,Graduate,No,900000,2900000,20,782,0,1500000,3500000,800000,Approved,0,0.3361,23908.45
1332,2,Graduate,No,9600000,35000000,2,888,12600000,6500000,37900000,5800000,Approved,0,0.1573,48883.52
1333,0,Graduate,No,1500000,3600000,14,747,200000,1400000,3000000,1200000,Approved,0,0.1763,12515.13
1334,0,Graduate,Yes,5000000,18900000,6,641,4300000,8500000,19600000,6700000,Approved,1,0.1001,75372.03
1335,3,Graduate,Yes,500000,1700000,4,640,400000,700000,1300000,200000,Approved,1,0.3122,3840.72
1336,4,Not Graduate,No,7600000,28100000,12,324,12500000,8500000,19900000,11100000,Rejected,1,0.3739,46520.0
1337,4,Graduate,No,5500000,21200000,20,359,4200000,5300000,18600000,6400000,Rejected,0,0.7086,96105.52
1338,0,Not Graduate,Yes,6600000,23300000,12,338,2400000,800000,18900000,9300000,Rejected,1,0.8718,17118.93
1339,0,Graduate,No,1400000,3200000,14,384,3100000,800000,3400000,2000000,Rejected,0,0.8845,2375.18
1340,5,Not Graduate,Yes,8800000,26600000,16,545,19100000,16600000,30400000,7600000,Rejected,0,0.6194,95542.96
1341,5,Not Graduate,No,6200000,24200000,18,610,10200000,7800000,19600000,8300000,Approved,0,0.2337,130320.16
1342,2,Graduate,Yes,8300000,27900000,18,840,12600000,3500000,19100000,9200000,Approved,0,0.0808,134309.47
1343,3,Not Graduate,No,2400000,8100000,6,630,5100000,2900000,9100000,2300000,Approved,0,0.3183,29601.35
1344,1,Graduate,No,9100000,31200000,4,508,12800000,11700000,31100000,7800000,Approved,0,0.3785,150159.89
1345,0,Not Graduate,Yes,9500000,34900000,4,535,800000,14100000,25600000,14000000,Approved,0,0.1479,101260.52
1346,1,Graduate,No,1200000,3400000,20,717,3100000,1500000,2500000,900000,Approved,0,0.2185,32765.12
1347,2,Graduate,Yes,7700000,19300000,8,735,1200000,1900000,23800000,10400000,Approved,0,0.3855,12330.72
1348,5,Graduate,Yes,7800000,22000000,20,528,5800000,8800000,24700000,4900000,Rejected,0,0.8763,153196.56
1349,0,Graduate,Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000,Rejected,4,0.4959,244360.0
1350,0,Not Graduate,No,1700000,5700000,12,422,3400000,1100000,6500000,900000,Approved,0,0.6803,39859.28
1351,5,Graduate,No,4000000,13700000,6,496,-100000,1400000,15800000,3700000,Rejected,2,0.4655,21471.45
1352,4,Not Graduate,No,4200000,15500000,18,794,7300000,700000,13400000,2200000,Approved,0,0.0908,36250.98
1353,2,Graduate,No,2400000,7700000,6,719,6000000,1700000,6700000,1600000,Approved,0,0.4144,50193.36
1354,3,Not Graduate,Yes,2700000,6100000,14,630,3900000,2800000,10600000,2300000,Rejected,0,0.3782,6636.31
1355,3,Not Graduate,Yes,600000,1800000,4,843,1400000,300000,1700000,400000,Approved,0,0.354,14207.58
1356,2,Graduate,No,4600000,15600000,2,764,7700000,1500000,16000000,5800000,Approved,0,0.0695,96453.35
1357,3,Graduate,No,7200000,17700000,4,662,13100000,11500000,16300000,5300000,Approved,0,0.3875,153217.4
1358,0,Not Graduate,No,4700000,15500000,16,311,12800000,200000,17500000,2700000,Rejected,0,0.6128,13741.42
1359,4,Not Graduate,No,4300000,10100000,2,606,9900000,1800000,8900000,5500000,Approved,0,0.187,90019.13
1360,5,Graduate,No,4700000,10200000,16,874,10800000,7700000,11100000,7000000,Approved,0,0.2686,93191.73
1361,4,Not Graduate,Yes,8700000,30000000,4,370,17600000,15600000,34600000,12100000,Approved,0,0.0865,210846.58
1362,1,Graduate,No,7000000,20500000,10,414,19700000,7500000,20700000,5100000,Rejected,0,0.804,8492.51
1363,2,Not Graduate,No,600000,1100000,10,800,1200000,200000,2300000,900000,Approved,0,0.283,404.44
1364,1,Not Graduate,No,6800000,16900000,12,779,13800000,10200000,23400000,4400000,Approved,0,0.1246,73979.74
1365,1,Not Graduate,No,6400000,14100000,20,553,11700000,4500000,20000000,3600000,Approved,0,0.1253,27773.81
1366,4,Not Graduate,No,7600000,29900000,18,445,4800000,13900000,18400000,5700000,Rejected,0,0.4605,123775.23
1367,3,Not Graduate,No,9000000,21400000,8,496,16400000,7300000,31800000,12500000,Rejected,1,0.3842,240804.09
1368,0,Graduate,Yes,2400000,5900000,10,650,5100000,3700000,5300000,2300000,Approved,0,0.2851,27403.58
1369,3,Not Graduate,No,6800000,17900000,6,783,20000000,9800000,23600000,5500000,Approved,0,0.3861,167581.82
1370,5,Graduate,Yes,3500000,13500000,10,535,3100000,5700000,12500000,3100000,Rejected,0,0.3605,24.59
1371,4,Graduate,Yes,8900000,34000000,20,415,13500000,3100000,33600000,12800000,Rejected,3,0.3794,43743.59
1372,0,Not Graduate,No,6000000,15300000,8,709,8900000,1700000,16400000,3500000,Rejected,0,0.2791,5324.12
1373,3,Not Graduate,No,700000,2500000,14,819,1600000,1000000,2100000,900000,Approved,0,0.3778,6699.67
1374,0,Not Graduate,Yes,6800000,17300000,18,841,10500000,8600000,16000000,8700000,Approved,0,0.1807,180124.27
1375,4,Not Graduate,Yes,5300000,10700000,12,700,15800000,1900000,20500000,2900000,Approved,0,0.1898,14987.18
1376,1,Graduate,Yes,1400000,4200000,4,881,2800000,1200000,5100000,1300000,Approved,0,0.2885,24761.73
1377,2,Graduate,Yes,1400000,4600000,4,804,1900000,2200000,5200000,700000,Approved,0,0.1597,18436.08
1378,4,Not Graduate,No,9200000,21700000,6,653,22700000,4600000,29400000,8600000,Approved,0,0.0606,251822.3
1379,1,Graduate,Yes,7900000,29200000,2,663,19600000,12100000,28600000,10100000,Approved,0,0.3441,28230.45
1380,0,Not Graduate,No,4500000,17500000,10,495,10300000,3500000,9700000,6200000,Rejected,1,0.7254,27828.66
1381,1,Not Graduate,No,3800000,9800000,8,335,100000,5100000,14200000,1800000,Approved,0,0.6985,3274.23
1382,5,Graduate,Yes,1500000,4900000,6,618,3400000,1000000,3200000,900000,Approved,0,0.3467,18984.67
1383,3,Not Graduate,No,1200000,2400000,12,480,3000000,100000,3100000,1700000,Rejected,3,0.7551,9724.15
1384,4,Not Graduate,No,1700000,4900000,18,843,4800000,2200000,6200000,1800000,Approved,0,0.1324,43132.84
1385,4,Graduate,No,5200000,14100000,16,483,11800000,800000,19200000,2700000,Rejected,1,0.5615,91749.36
1386,1,Not Graduate,No,1600000,5100000,12,548,2200000,2700000,3600000,800000,Rejected,0,0.4257,28657.57
1387,4,Graduate,Yes,6600000,16000000,16,379,6500000,12600000,24700000,4500000,Rejected,2,0.4279,102392.81
1388,5,Not Graduate,Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000,Approved,0,0.3205,25182.3
1389,4,Graduate,Yes,300000,500000,2,353,600000,100000,1200000,400000,Rejected,3,0.8652,3893.91
1390,5,Not Graduate,No,4600000,11500000,16,668,6500000,3100000,10200000,5500000,Approved,0,0.4351,134100.28
1391,3,Not Graduate,Yes,6100000,21300000,2,387,7100000,3100000,16300000,4100000,Approved,0,0.3013,148601.21
1392,0,Not Graduate,Yes,1500000,4100000,12,789,3600000,1600000,5800000,1300000,Approved,0,0.1236,39088.83
1393,0,Graduate,Yes,400000,900000,2,855,-100000,500000,1300000,400000,Approved,0,0.0923,9604.31
1394,0,Not Graduate,No,8700000,33600000,14,751,7100000,13700000,22800000,7000000,Approved,0,0.3751,26146.83
1395,3,Not Graduate,No,7000000,21600000,12,739,1600000,7600000,24500000,8400000,Approved,0,0.2815,46437.35
1396,4,Graduate,No,4700000,13100000,14,492,1000000,4500000,14100000,6400000,Rejected,2,0.721,427.93
1397,4,Not Graduate,Yes,7600000,23800000,16,896,3700000,4500000,15400000,6400000,Approved,0,0.3626,67278.08
1398,1,Not Graduate,Yes,9200000,24500000,4,545,25700000,0,20600000,13300000,Rejected,0,0.772,29142.99
1399,5,Not Graduate,No,9400000,36800000,20,891,13900000,16600000,19300000,8900000,Approved,0,0.3838,129624.18
1400,0,Graduate,No,4800000,15100000,6,848,1300000,300000,18800000,3500000,Approved,0,0.0725,94797.85
1401,3,Not Graduate,Yes,600000,2400000,12,884,600000,800000,1400000,600000,Approved,0,0.349,15303.84
1402,3,Graduate,Yes,4900000,14300000,14,439,10300000,5600000,17400000,5100000,Rejected,0,0.8605,107075.62
1403,3,Graduate,Yes,3300000,8500000,12,586,7500000,5100000,7800000,3900000,Approved,0,0.1645,90338.86
1404,3,Graduate,Yes,9100000,18800000,20,308,14500000,10200000,20500000,4800000,Rejected,1,0.7343,14305.5
1405,5,Graduate,No,6100000,23500000,16,300,300000,700000,22800000,4800000,Rejected,1,0.5385,2167.0
1406,3,Graduate,Yes,8400000,19600000,2,741,21500000,200000,18700000,8300000,Approved,0,0.4332,162027.84
1407,4,Graduate,No,7900000,31400000,8,698,16500000,11400000,28700000,5100000,Approved,0,0.0634,66671.62
